tweets,id,name,location,coordinates,created_at,favorite_count,geo,place,source
in cvs smelling somebodies pungent teva feet 6 feet away and through my facemask,1.2581793707843953e+18,⛓ 𝒮.𝒜.𝒟⛓,ohlone territory,,2020-05-06,5.0,,,Twitter for iPhone
"back at it with that Adidas facemask, 3 stripes literally from head to toe from now on https://t.co/dgNAqCTLhX",1.2581792679277076e+18,Drunk Corps Int.,,,2020-05-06,7.0,,,Twitter for Android
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.257822291137831e+18,MAGANNETTE,,,2020-05-05,0.0,,,Twitter Web App
RT @TylerGlaiel: need a better facemask to put this thing in but the proof of concept is working for now! https://t.co/elxf5rof8S,1.2578222412507382e+18,Dominik Vallejo,Hell - Venezuela,,2020-05-05,0.0,,,Twitter Web App
"#TuesdayThoughts #TuesdayMotivation #facemask #AlexPreiss #Alaska #MendenhallGlacier #TravelPhotography
Mendenhall… https://t.co/HSnB8dE3B7",1.2578222391745208e+18,Alex Preiss,"Honolulu, HI",,2020-05-05,0.0,,,Twitter Web App
"RT @Anchorman_USA: I'm pretty sure the #mask #facemask on the right is a limited edition! 

#MAGA https://t.co/s0i8r5TkTk",1.2578222347579924e+18,America For Trump,#America,,2020-05-05,0.0,,,Twitter for Android
Cute Otter Adorable Animal Cloth Face Mask https://t.co/kLMcMJtceb via @zazzle  15% off with code ZPARTYATHOME  #facemask #otter #corvid19,1.257822110535336e+18,Keala Stevenson,Missouri ,,2020-05-05,1.0,,,Twitter Web Client
"This is super cool - 3D printable face mask fitter, custom fit to your face using your TrueDepth camera on your iPh… https://t.co/vKy6KT6hzD",1.2578220415181005e+18,Ben Markowitz,"Rockingham, Virginia",,2020-05-05,1.0,,,Twitter for iPhone
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.2578220327687004e+18,Janet T,,,2020-05-05,0.0,,,Twitter for Android
"@BillMorganTalks @tuscdean @lmorrisonTR @Bengals @Browns @NFL @BillMorganTalks dropping knowledge! Btw, I was a Reg… https://t.co/0s5dSeMJMw",1.2578218989787996e+18,Frank Polen,Ohio,,2020-05-05,1.0,,,Twitter for Android
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.257821810927829e+18,𝓙𝓸•𝓞𝓷 𝓣𝓱𝓮 (𝓡)𝓲𝓰𝓱𝓽™ ⭐️⭐️⭐️,Just a Pilgrim passing through,,2020-05-05,0.0,,,Twitter for iPhone
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.257821782536368e+18,Jim Pidd,,,2020-05-05,0.0,,,Twitter Web App
RT @TylerGlaiel: need a better facemask to put this thing in but the proof of concept is working for now! https://t.co/elxf5rof8S,1.2578217779142984e+18,Bintang Permata,,,2020-05-05,0.0,,,Twitter Web App
RT @TylerGlaiel: need a better facemask to put this thing in but the proof of concept is working for now! https://t.co/elxf5rof8S,1.2578216674113413e+18,K32n31 P4n1c,Shutter Island,,2020-05-05,0.0,,,Twitter Web App
"Kids Cotton Face Mask Washable Reusable #etsy #facemask #fabricfacemask #HandMadeMask #FaceCovering #faceShield,… https://t.co/uzko8gGUN3",1.2578216389655798e+18,Jennifer S,"Cary, North Carolina",,2020-05-05,0.0,,,Twitter Web Client
"RT @MPsantoshtrs: As per the instructions of Honble CM KCR sir, FaceMask, Sanitizer, Food &amp; Water has been provided to all migrant workers…",1.2578215501468017e+18,MOHAMMED ABDUL HAQ,,,2020-05-05,0.0,,,Twitter Web App
"RT @loretta_awuku: Quality nose masks/face masks for sale at affordable price...Contact Adadzewa for yours now
#COVID19 #facemask #STOPClea…",1.2578215345441874e+18,Fiifi,,,2020-05-05,0.0,,,Twitter for Android
ARE U SERIOUS..... REALLY..... This shit is getting out hand..... I dare the cops arrest me for not wearing a Mask.… https://t.co/CJEz1f49eX,1.2578215312010813e+18,Keion Cherry,"Las Vegas, NV",,2020-05-05,5.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='8fa6d7a33b83ef26', url='https://api.twitter.com/1.1/geo/id/8fa6d7a33b83ef26.json', place_type='city', name='Paradise', full_name='Paradise, NV', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-115.2092535, 35.984784], [-115.0610763, 35.984784], [-115.0610763, 36.137145], [-115.2092535, 36.137145]]]), attributes={})",Twitter for Android
"RT @masque242: #red #hats #Face #mask, #cotton #Reusable - #washable #facemask, cowboy hats #handmade mask dust face mask, house choir mask…",1.2578214550201836e+18,John Applegate,"Philadelphia, PA",,2020-05-05,0.0,,,Twitter for iPad
"RT @ImJohnEli: LMAO! LOL!
Neither Trump, his entourage, nor the company execs of a FACEMASK COMPANY wore face masks as Trump toured the fac…",1.257821446182785e+18,Sailor77   Stay Vigilant  #Resist,"New Hampshire, USA",,2020-05-05,0.0,,,Twitter Web App
@zaynikki Lemme do my facemask in peace woman,1.2578213956372275e+18,Amiri🦅,,,2020-05-05,1.0,,,Twitter for iPhone
RT @dmrf: Help raise awareness of #dystonia and follow public health recommendations when you wear our new #facemask. $10 and shipping is f…,1.2578213486316257e+18,Shanna Schmitt,,,2020-05-05,0.0,,,Twitter for Android
"RT @likelydani: Dani’s #WeirdWeekGiveaway Day 2:

• rt this to win the yungblud facemask
• make sure you’re following me
• reply and tag a…",1.2578212427129037e+18,em! || stan bears in trees! ♡,she/they || 𝟹𝟶.𝟷.𝟸𝟶 ,,2020-05-05,0.0,,,Twitter for iPhone
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.2578212306793718e+18,𝐉𝐢𝐥𝐥,Great State Of Texas,,2020-05-05,0.0,,,Twitter for iPhone
"Great leader! Stable genius!

#Trump #facemask #CoronaVirus #dumb  https://t.co/wLHTJaIGUa",1.2578211898478756e+18,Stuart’s Notes,NYC,,2020-05-05,0.0,,,Twitter for iPad
"RT @OnicaCupido: Did you enter to win a  #blackpanther kids #facemask via @thirtymommy Low entries! 
#health #kidsmasks #QuarantineLife htt…",1.2578211623373824e+18,Lauren Beth,"New York, NY Tri Sate Area NYC",,2020-05-05,0.0,,,Twitter for Android
"RT @ImJohnEli: LMAO! LOL!
Neither Trump, his entourage, nor the company execs of a FACEMASK COMPANY wore face masks as Trump toured the fac…",1.2578211520277012e+18,The Abominable Dr. Phibes,Gobbler's Knob,,2020-05-05,0.0,,,Twitter for Android
The mysterious protection President Trump and his staff have in their health. This is strange having a CDC recommen… https://t.co/7aksdOs73P,1.257821102299988e+18,NEWS TODAY WORLD WIDE,Estados Unidos,,2020-05-05,0.0,,,Twitter Web App
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.2578210965286052e+18,C's,,,2020-05-05,0.0,,,Twitter for Android
Shout-out to our freinds maceooshirts  for being featured on #forbes &amp; #usweekly for their #facemask donation proje… https://t.co/kK8020GNRY,1.2578210449428562e+18,Alexander Eton,"Cary, NC",,2020-05-05,0.0,,,Instagram
RT @TylerGlaiel: need a better facemask to put this thing in but the proof of concept is working for now! https://t.co/elxf5rof8S,1.257821021178073e+18,Shadow Zahara,penistown,,2020-05-05,0.0,,,Twitter Web App
"RT @MPsantoshtrs: As per the instructions of Honble CM KCR sir, FaceMask, Sanitizer, Food &amp; Water has been provided to all migrant workers…",1.2578209872586301e+18,Rizwananwar,,,2020-05-05,0.0,,,Twitter for Android
akhirnya gue beli maybeline sama facemask. hahahah,1.2578208970852393e+18,V,대한민국 강남구,,2020-05-05,0.0,,,Twitter for Android
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.2578208760172667e+18,Arkie girl,"The Natural State, USA",,2020-05-05,0.0,,,Twitter for Android
@dancingonapin @ZacharyDesai @ScottPresler Sure if I’m kissing you. Or licking my fingers and touching you. Shelly… https://t.co/B7iAf269Za,1.2578208430333993e+18,saj9291113,"Buffalo Grove, IL",,2020-05-05,8.0,,,Twitter for iPhone
Shipping In 1 day. Cotton Reusable Non-Medical Grade Face Mask https://t.co/Y1d4HH5wbk #masks #etsy #Reusable #facemask,1.2578208134551306e+18,Betsy B.,"Kentucky, USA",,2020-05-05,19.0,,,Twitter Web App
"Wearing a facemask is like wearing deodorant - it’s for the people around. 

Protecting others around you from the… https://t.co/cRKYJ9OXPs",1.2578208004778844e+18,Ilya Alexeeff,Bay Area,,2020-05-05,3.0,,,Twitter for iPhone
"RT @MPsantoshtrs: As per the instructions of Honble CM KCR sir, FaceMask, Sanitizer, Food &amp; Water has been provided to all migrant workers…",1.257820791258792e+18,Trústèd Éñémy,India,,2020-05-05,0.0,,,Twitter for Android
Another twist to our new design.  Working on having a few more color options in stock shortly.  Keep an eye out for… https://t.co/OtVmyZavf5,1.2578207816623063e+18,Leather Masters,"Dallas, TX","{'type': 'Point', 'coordinates': [-96.6797152, 32.8695093]}",2020-05-05,3.0,"{'type': 'Point', 'coordinates': [32.8695093, -96.6797152]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='18810aa5b43e76c7', url='https://api.twitter.com/1.1/geo/id/18810aa5b43e76c7.json', place_type='city', name='Dallas', full_name='Dallas, TX', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-96.977527, 32.620678], [-96.54598, 32.620678], [-96.54598, 33.019039], [-96.977527, 33.019039]]]), attributes={})",Hootsuite Inc.
"#TuesdayThoughts #TuesdayMotivation #facemask #AlexPreiss #Australia #TravelPhotography
Anchor 3 - Wreck Beach… https://t.co/41NiskIUUl",1.2578207673135186e+18,Alex Preiss,"Honolulu, HI",,2020-05-05,0.0,,,Twitter Web Client
"RT @ImJohnEli: LMAO! LOL!
Neither Trump, his entourage, nor the company execs of a FACEMASK COMPANY wore face masks as Trump toured the fac…",1.2578207648264724e+18,JohnEli,Necker Island,,2020-05-05,0.0,,,Twitter for iPhone
RT @MarisaLR2: @NatSecLisa Maybe Hil's will spot you a custom facemask you can wear together and be twins at Gitmo🤷‍♀️. That is if you're l…,1.2578207643104707e+18,Terry Ford 🇺🇸@MAGA🇮🇱 Christian ✝️⚾️,"Florida, USA",,2020-05-05,0.0,,,Twitter for Android
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.257820744421081e+18,Dianne Zdanowicz,,,2020-05-05,0.0,,,Twitter for Android
RT @TylerGlaiel: need a better facemask to put this thing in but the proof of concept is working for now! https://t.co/elxf5rof8S,1.257820740323246e+18,Deadly Headshot,GB,,2020-05-05,0.0,,,Twitter Web App
@dbongino @JudgeMoye looks fine with the white KKK facemask!,1.2578205279320433e+18,Steven Schumann,"Grover Beach to Nipomo, CA",,2020-05-05,0.0,,,Twitter Web App
"Oh my God, What's wrong with this people?
Republican Lawmaker Says He Won't Wear Facemask Because God Doesn't Wear.… https://t.co/VcWDF0RFxk",1.257820452208038e+18,Moses Cabrera,"Kansas City, KS",,2020-05-05,0.0,,,Twitter Web Client
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.257820381970219e+18,🇺🇸🙏🏻✝ Linda Liberty ✝🙏🏻🇺🇸 ⭐⭐⭐,"Oregon, USA",,2020-05-05,0.0,,,Twitter for Android
Hanging a facemask off of one ear is the new sideways baseball cap or half untucked shirt,1.257820334822064e+18,chase,"Seattle, WA",,2020-05-05,7.0,,,Twitter for Android
Wearing a home-made cloth facemask is like driving an electric car; both make you feel like you're saving the world… https://t.co/s7Q6gY6vcB,1.2578202937305743e+18,Patrick Lawler,"Minneapolis, MN",,2020-05-05,2.0,,,Twitter Web App
Another set of masks completed for a customer #littlefaehandmade #buyhandmade #supportsmallbusiness #handmade… https://t.co/ovW2ynQU6t,1.257820263397417e+18,Little Fae,auckland new zealand,,2020-05-05,0.0,,,Instagram
RT @TylerGlaiel: need a better facemask to put this thing in but the proof of concept is working for now! https://t.co/elxf5rof8S,1.2578202542076068e+18,MARTTIZZLE 🧸,MinneSNOWta,,2020-05-05,0.0,,,Twitter for iPhone
This is the best way for you guys to test and see if your face masks are effective during #COVID19 MUST WATCH MASK… https://t.co/vslY5c3Wu0,1.257820240660095e+18,"FUCK THEM OTHER HOEZ ,BITCHES, TROLLS",,,2020-05-05,1.0,,,Twitter for iPhone
RT @TylerGlaiel: need a better facemask to put this thing in but the proof of concept is working for now! https://t.co/elxf5rof8S,1.257820184510894e+18,⚓Olli●⚓😷,,,2020-05-05,0.0,,,Twitter for Android
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.257820142014288e+18,Rose Ann,,,2020-05-05,0.0,,,Twitter for iPad
Colorful Sweet Owls Cloth Face Mask https://t.co/FLJqhm1bW0 via @zazzle  15% off with code ZPARTYATHOME  #facemask… https://t.co/5bIY51XlPg,1.2578200096630088e+18,Keala Stevenson,Missouri ,,2020-05-05,1.0,,,Twitter Web Client
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.2578198678115901e+18,COZYCATS,"Queens, NY 11357",,2020-05-05,0.0,,,Twitter for Android
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.2578198563821568e+18,ToBe Free,,,2020-05-05,0.0,,,Twitter for Android
RT @TylerGlaiel: need a better facemask to put this thing in but the proof of concept is working for now! https://t.co/elxf5rof8S,1.2578197620605993e+18,Matt Morris,"51.52575,-2.533495",,2020-05-05,0.0,,,Twitter for iPhone
"RT @marielgarzaLAT: Wearing a facemask -- or not wearing one -- should not be a political decision, but based on risk. There's nothing fake…",1.2578197586965996e+18,Robert Greene,"Los Angeles, CA",,2020-05-05,0.0,,,TweetDeck
RT @altNOAA: Yesterday I saw some guys with beards wearing N95 face masks. So here is the bad news for such people - you have to shave. Oth…,1.257819725888983e+18,Stay Home and Call a Friend,,,2020-05-05,0.0,,,Twitter for Android
"RT @HouseOfsure10: Pls is it facemask or 'jaw mask'? Literally everyone I saw outside today had a jaw mask, from the cab driver to the keke…",1.2578195819403674e+18,Vicforic20,,,2020-05-05,0.0,,,Twitter for Android
Need a facemask to get in an Uber this is crazy,1.257819479414911e+18,J Baby 🤍,,,2020-05-05,1.0,,,Twitter for iPhone
If you are decked out in a facemask and sunglasses we cant see your face and for your protection we dont want you t… https://t.co/Ue5YZtQdxq,1.2578194070630564e+18,💜🎗⟬⟭ᴸᵒᵛᵉ ʸᵒᵘʳˢᵉˡᶠ ᵗᵒ ᵗʰᵉ ᶠᵘˡˡᵉˢᵗ⟭⟬🎗💜,"Waukesha, WI",,2020-05-05,1.0,,,Twitter for Android
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.2578191625980887e+18,Storm 9⛈,"Virginia, USA",,2020-05-05,0.0,,,Twitter for iPhone
"RT @AlyasSakay: The obligatory #facemask photo. #battleangelalita #anime @ Pasadena, California https://t.co/GLDfFa1V41",1.2578191105090273e+18,Tweeter Sama,United States,,2020-05-05,0.0,,,AnimeRTweeters
"@IThinker80 @Matt79213 @SethAdams_UCLA LOL. As opposed to states that drastically underreport? Yep, sweetheart, lis… https://t.co/B1cGLrdXuJ",1.257818988647723e+18,Sue Lindsay,,,2020-05-05,0.0,,,Twitter Web App
"The obligatory #facemask photo. #battleangelalita #anime @ Pasadena, California https://t.co/GLDfFa1V41",1.2578189696937206e+18,Leonard Sackett,"Pasadena, CA",,2020-05-05,0.0,,,Instagram
RT @TylerGlaiel: need a better facemask to put this thing in but the proof of concept is working for now! https://t.co/elxf5rof8S,1.2578188705570857e+18,(ง'̀-'́)ง ɯǝǝɯɐʇ,████ ███  ,,2020-05-05,0.0,,,Twitter for Android
@SlimShadySplat why you do dis to the king facemask and paisley bandana lmao,1.2578187844857815e+18,к※Jonny,"England, United Kingdom",,2020-05-05,1.0,,,Twitter for iPhone
abstract bouquet face mask https://t.co/oH2IcC4l0A via @zazzle  15% off with code ZPARTYATHOME  #facemask #covid19… https://t.co/T9UNUaXD16,1.2578186925508895e+18,Keala Stevenson,Missouri ,,2020-05-05,5.0,,,Twitter Web Client
"ของมันต้องมี กำลังฮิตเลยครับ
แว่นพร้อมหน้ากาก อันละ80บาท
10อันขึ้น70บาท
 30อันขึ้นส่งฟรี
#โควิด19 #COVID19… https://t.co/GBV2Tzbwqc",1.2578186186680525e+18,แชมป์ ทักมาไม่ตอบทักเฟสเลยครับ,BKK Thailand,,2020-05-05,0.0,,,Twitter for Android
"RT @leslieobinna: So I'm seeing this patient and I'm so happy she's wearing her facemask..

But then she removed the mask all of a sudden a…",1.2578184000778936e+18,Pudish ⚕,Lagos  Nigeria,,2020-05-05,0.0,,,Twitter for iPhone
Masks sold on Redbubble are for general public use only and are not intended for use in medical settings.… https://t.co/dxQi5BpHWq,1.257818356951941e+18,MAC2009,,,2020-05-05,0.0,,,cephhi
"The idiot judge is wearing a facemask on a videoconference...

#FreeShelleyLuther https://t.co/CwjDRTwVCB",1.2578182692616684e+18,M A G N U S,,,2020-05-05,0.0,,,Twitter for Android
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.257818209484505e+18,Coleen,FB @ChuckCallesto @ChanelRion,,2020-05-05,0.0,,,Twitter for Android
New In-Store Greeting 2020 - #canttalk #facemask #coronavirus #mask #mask #hello #wink #targetstyle #target… https://t.co/5iKLTmk6OG,1.2578181789164093e+18,Amanda Grace,"Minnesota, USA",,2020-05-05,0.0,,,Instagram
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.2578181716602716e+18,Zebra78610,Austin,,2020-05-05,0.0,,,Twitter for iPhone
"RT @MPsantoshtrs: As per the instructions of Honble CM KCR sir, FaceMask, Sanitizer, Food &amp; Water has been provided to all migrant workers…",1.2578181050629775e+18,chaitanya donthuboina,hydrabad,,2020-05-05,0.0,,,Twitter for Android
"Though I haven't personally ordered from them, I have seen great quality results for custom facemasks at… https://t.co/EfkwTcXuWY",1.2578180763361608e+18,Slub Design,"Aptos, CA USA",,2020-05-05,0.0,,,Twitter Web App
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.2578180589215662e+18,Evelyn,,,2020-05-05,0.0,,,Twitter for iPhone
@FOX13News This story is so very sad. At a time when we should be pulling together how some people can be totally h… https://t.co/iNPq7M8xuM,1.2578180093113672e+18,Michele Simon,,,2020-05-05,0.0,,,Twitter for iPhone
"RT @MPsantoshtrs: As per the instructions of Honble CM KCR sir, FaceMask, Sanitizer, Food &amp; Water has been provided to all migrant workers…",1.2578179765368873e+18,NN.Raju,"Hyderabad, India",,2020-05-05,0.0,,,Twitter for Android
"#TellMeTuesday #TalkToMeTuesday

Im taking design request for actual #facecover #facemask
#facemasks #facecovering 

pm me,
Angela",1.257817933285294e+18,Angela,,,2020-05-05,0.0,,,Twitter Web App
@SlimShadySplat I like the twisty placement but how could you do this do firefin facemask,1.2578179108626268e+18,syrple,syrple,,2020-05-05,1.0,,,Twitter for iPhone
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.2578179009431183e+18,Jack,,,2020-05-05,0.0,,,Twitter for iPhone
RT @MarisaLR2: @NatSecLisa Maybe Hil's will spot you a custom facemask you can wear together and be twins at Gitmo🤷‍♀️. That is if you're l…,1.2578178926677647e+18,Gigi@demsrdopes,UNITED STATES,,2020-05-05,0.0,,,Twitter for iPad
Republican Lawmaker Says He Won't Wear Facemask Because God Doesn't Wear One https://t.co/1biiKMKSV0 via @YouTube,1.2578178770647695e+18,KnightMadDragon,"Sacramento, CA",,2020-05-05,0.0,,,Twitter Web Client
When you wear your #Covid19 #facemask to visit a neighbor and forget that you actually put make-up on today! 💋 https://t.co/vpeG3ZVifu,1.2578178716373443e+18,Robyn Harney,"Los Angeles, CA",,2020-05-05,14.0,,,Twitter for iPhone
"RT @TrumperSeaney: Schmuck @chuckschumer wants our ENTIRE #USA population to be tested DAILY. Did you hear that everyone? 🤣
HOW ELSE would…",1.257817845649617e+18,Richard Green,"Asheville, NC",,2020-05-05,0.0,,,Twitter for iPad
"RT @ImJohnEli: LMAO! LOL!
Neither Trump, his entourage, nor the company execs of a FACEMASK COMPANY wore face masks as Trump toured the fac…",1.2578178323283968e+18,Boudyka,Earth,,2020-05-05,0.0,,,Twitter for iPhone
"I still see China never sent me my tourbillon watch.
I still want it. And so, here is another asian wearing a facem… https://t.co/Z5rE0Dwb4B",1.2578177752062812e+18,Gregory Thomas,,,2020-05-05,0.0,,,Twitter Web App
#mask #facemask #COVID19 #coronavirus The SCREWS Tighten! Wear a Mask OR ELSE!  **FREE FLYER** https://t.co/I6GvwykeUB via @YouTube,1.2578177003629732e+18,Not The New Normal,,,2020-05-05,0.0,,,Twitter for iPhone
"RT @ImJohnEli: LMAO! LOL!
Neither Trump, his entourage, nor the company execs of a FACEMASK COMPANY wore face masks as Trump toured the fac…",1.257817694650458e+18,SugarCain,United States,,2020-05-05,0.0,,,Twitter for iPhone
@CincodeManda Today is your day! @chiROOhua and I decided to capture this event with a #Quarantine #COVID19… https://t.co/akUtTfenD0,1.2578175918270464e+18,BKPerez,"ÜT: 30.433498,-97.766712",,2020-05-05,0.0,,,Twitter for iPhone
"RT @ImJohnEli: LMAO! LOL!
Neither Trump, his entourage, nor the company execs of a FACEMASK COMPANY wore face masks as Trump toured the fac…",1.257817586135376e+18,june sabo,Tampa,,2020-05-05,0.0,,,Twitter for iPhone
"Custom made black Louis Vuitton N99 mask 😷
Took her out for a Onewheel cruise by Lake Dillion this lovely afternoon… https://t.co/GAJFBOAGF1",1.2578175326410547e+18,Tropical Waffle,,,2020-05-05,1.0,,,Twitter for iPhone
"RT @ImJohnEli: LMAO! LOL!
Neither Trump, his entourage, nor the company execs of a FACEMASK COMPANY wore face masks as Trump toured the fac…",1.2578174798643569e+18,Nancy Hernandez,,,2020-05-05,0.0,,,Twitter for iPhone
"RT @ImJohnEli: LMAO! LOL!
Neither Trump, his entourage, nor the company execs of a FACEMASK COMPANY wore face masks as Trump toured the fac…",1.25781742799761e+18,Dawn Johnson 🇳🇴🇺🇸🇬🇧🇩🇰,IL06,,2020-05-05,0.0,,,Twitter Web App
"RT @MPsantoshtrs: As per the instructions of Honble CM KCR sir, FaceMask, Sanitizer, Food &amp; Water has been provided to all migrant workers…",1.2578172900133806e+18,CHIRU,Andhra Paris /Hyderabad,,2020-05-05,0.0,,,Twitter Web App
"RT @masque242: #Face #mask #set 6 pieces, simple #cotton #facemask, Reusable - washable face #mask, pattern #handmade mask with inside #fil…",1.2578172293090386e+18,Lorena,"Manteca ,CA",,2020-05-05,0.0,,,Twitter Web App
"RT @MPsantoshtrs: As per the instructions of Honble CM KCR sir, FaceMask, Sanitizer, Food &amp; Water has been provided to all migrant workers…",1.2578172133832622e+18,hebtullaaslam,,,2020-05-05,0.0,,,Twitter for Android
"RT @InsideASCIF: Blasting @gunsnroses
“Live and Let Die” during a viral pandemic WITHOUT a facemask on is quite the self own  ..... https:/…",1.2578171987663135e+18,ClaraCanarsie,"Brooklyn, NY",,2020-05-05,0.0,,,Twitter for iPhone
"RT @KumoriDragon: Kurama the Nine Tailed Fox is finished~ 

On redbubble: https://t.co/O0Vc2OQVxm

#facemask #fanart #kyuubi #kurama #narut…",1.257459929771901e+18,NerdyFlow,"Nevada, USA",,2020-05-04,0.0,,,Fanart
WHY must my dumbass constantly put lip injection gloss on right before I put on my facemask??,1.257459784967762e+18,AmberTheeStallion,"Healdsburg, CA",,2020-05-04,0.0,,,Twitter for iPhone
Every time u open snap u see Duke on there. Riding a mountain bike down Swenson wit a livestrong facemask on,1.2574597457510072e+18,B.C.,"uptown, downtown...switzerland",,2020-05-04,2.0,,,Twitter for iPhone
"RT @DrOlufunmilayo: At a taxi park in Rwanda,
People line up socially-distanced,
People wear facemask,
And people wash their hands before e…",1.2574597300013793e+18,Thai,"Lagos, Nigeria",,2020-05-04,0.0,,,Twitter for iPhone
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574596025741885e+18,종호's онеонеяка 🐇,,,2020-05-04,0.0,,,Twitter for Android
"@emigre80 No shirt, no shoes, no service has been upheld for decades

Conservative right sued to make so bakers don… https://t.co/EeUGiJNOwM",1.2574595689652797e+18,Results not Revolution,"California, USA",,2020-05-04,6.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='b82fa51f6957a1eb', url='https://api.twitter.com/1.1/geo/id/b82fa51f6957a1eb.json', place_type='city', name='El Cajon', full_name='El Cajon, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-117.009833, 32.7675064], [-116.894872, 32.7675064], [-116.894872, 32.8310014], [-117.009833, 32.8310014]]]), attributes={})",Twitter for Android
"Selfie (I'm on the left of the photo) with Meryl Streep to aiport Venice!. (ilsignoredeglianelli,metgala,visaviselo… https://t.co/AIqqXrh9AH",1.2574595601866015e+18,Selfie Vips,,,2020-05-04,0.0,,,Twitter for Android
"RT @atanak74: During this pandemic, stay safe, wear a #facemask, &amp; may the Force be with you! 😁

You don’t have to travel to a galaxy far,…",1.2574595583243592e+18,NerdyWife,Parts Unknown,,2020-05-04,0.0,,,Twitter for iPhone
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574595471129764e+18,زيزيდ,"iKON,GIDLE ",,2020-05-04,0.0,,,Twitter for Android
"If I see one more idiot wearing a facemask without putting it over his/her nose, I'm gonna lose it.",1.2574595465550602e+18,brandt24,"Logan, UT",,2020-05-04,0.0,,,Twitter for Android
"RT @Cybill_Troy: Since I’ve been running a facemask sweatshop during my time off from work, I get the same email every day, over &amp; over &amp; o…",1.2574595183358362e+18,Empress Wu,"New York, NY",,2020-05-04,0.0,,,Twitter Web App
RT @LauraBundesen: Had to do it - Opalicious now on facemask :) on Redbubble  https://t.co/4yJ2gHLN22 #findyourthing #redbubble,1.2574594844123136e+18,Petite fille de la Mer,,,2020-05-04,0.0,,,Twitter Web App
"If you are gonna laughingly say that my ID is not mine, disrespect my privacy, and I have to take off my facemask a… https://t.co/XJSgGn4Pul",1.2574594163597312e+18,Dorothy Bonita 🌺,"Denver, CO",,2020-05-04,7.0,,,Twitter for Android
"RT @Koreaboo: B.I. Makes Generous 1000 Mask Donation To Children’s Care Facility And More

https://t.co/pPYO1booYC",1.2574593286526444e+18,Claudia Vega,"Antofagasta, Chile",,2020-05-04,0.0,,,Twitter Web App
